"","transcript_id","chr_name","start","end","transcript_size","CDS_length","number_exons","gene_id","ns","s","CUB_dmel"
"8994","ENSBTAT00000023232","6",57957697,57974562,16865,1033,5,"ENSBTAG00000017488",54,19,0.248644569339288
"8995","ENSBTAT00000023239","6",117654262,117685744,31482,2534,22,"ENSBTAG00000017480",210,67,0.421728376832794
"8996","ENSBTAT00000023255","6",117650824,117652277,1453,209,4,"ENSBTAG00000017496",18,6,0.22754954062311
"8997","ENSBTAT00000023396","6",98289617,98359175,69558,1302,12,"ENSBTAG00000017592",34,15,0.157976480547075
"8998","ENSBTAT00000023468","6",95815372,95842655,27283,1422,3,"ENSBTAG00000017642",71,34,0.105190914903024
"8999","ENSBTAT00000023517","6",19899258,19941166,41908,6012,9,"ENSBTAG00000017682",147,69,0.163301115368539
"9000","ENSBTAT00000023552","6",36558313,36603148,44835,1959,15,"ENSBTAG00000017704",45,35,0.280814165037936
"9001","ENSBTAT00000023672","6",11555988,11637508,81520,1795,2,"ENSBTAG00000017808",107,32,0.11247094965791
"9002","ENSBTAT00000023680","6",58888380,59018718,130338,3979,32,"ENSBTAG00000017809",121,36,0.595293822141435
"9003","ENSBTAT00000023711","6",65611943,66063161,451218,1413,9,"ENSBTAG00000017837",95,21,0.127204070074221
"9004","ENSBTAT00000023832","6",116624480,116639649,15169,1588,11,"ENSBTAG00000017921",173,56,0.685859391319819
"9005","ENSBTAT00000024097","6",67916506,67957372,40866,1527,12,"ENSBTAG00000018106",89,35,0.0969215789749491
"9006","ENSBTAT00000024140","6",89382484,89389757,7273,736,5,"ENSBTAG00000018134",27,7,0.351754015768108
"9007","ENSBTAT00000024158","6",98186252,98225864,39612,2987,19,"ENSBTAG00000018151",111,50,0.399179352348249
"9008","ENSBTAT00000024161","6",98226288,98231201,4913,423,6,"ENSBTAG00000018155",15,3,0.288007221651932
"9009","ENSBTAT00000024455","6",117411504,117420212,8708,1429,8,"ENSBTAG00000018379",223,61,0.499453323545158
"9010","ENSBTAT00000024607","6",101908763,102044605,135842,3643,20,"ENSBTAG00000018488",290,104,0.0915103883266671
"9011","ENSBTAT00000024666","6",86033699,86042362,8663,467,4,"ENSBTAG00000018531",6,3,0.227251681684058
"9012","ENSBTAT00000024802","6",110650678,110751107,100429,4659,36,"ENSBTAG00000018638",281,102,0.10411155092971
"9013","ENSBTAT00000025002","6",71702587,71730414,27827,3915,9,"ENSBTAG00000040398",402,139,0.143738730455347
"9014","ENSBTAT00000025139","6",46761721,46763325,1604,169,2,"ENSBTAG00000018885",2,1,0.356668569887885
"9015","ENSBTAT00000025468","6",102533367,102541705,8338,1531,5,"ENSBTAG00000019132",103,37,0.181121730104623
"9016","ENSBTAT00000025537","6",117432020,117479368,47348,3776,28,"ENSBTAG00000019188",380,151,0.425497596815173
"9017","ENSBTAT00000025792","6",72350850,72360994,10144,2186,7,"ENSBTAG00000019362",137,47,0.0987235053743907
"9018","ENSBTAT00000025800","6",72361831,72405438,43607,3497,25,"ENSBTAG00000019366",115,36,0.661227806448138
"9019","ENSBTAT00000025803","6",72405762,72485393,79631,841,5,"ENSBTAG00000019368",47,13,0.237197219643807
"9020","ENSBTAT00000025820","6",97462972,97637405,174433,1000,5,"ENSBTAG00000022449",78,26,0.237162433266262
"9021","ENSBTAT00000025878","6",113323888,113372303,48415,4207,8,"ENSBTAG00000019427",384,113,0.0763482730617213
"9022","ENSBTAT00000025881","6",25111497,25130039,18542,1039,8,"ENSBTAG00000019429",12,8,0.265363045531084
"9023","ENSBTAT00000025895","6",37169242,37174796,5554,530,4,"ENSBTAG00000019441",32,19,0.19824392115271
"9024","ENSBTAT00000025911","6",111366490,111425258,58768,1663,14,"ENSBTAG00000019451",43,35,0.0922674353448759
"9025","ENSBTAT00000025945","6",90771447,90794322,22875,1061,10,"ENSBTAG00000019478",59,24,0.170012144150187
"9026","ENSBTAT00000026090","6",113057646,113097774,40128,2963,19,"ENSBTAG00000019584",295,106,0.211948791459095
"9027","ENSBTAT00000026154","6",91521282,91646740,125458,5711,10,"ENSBTAG00000019633",686,271,0.149639095222016
"9028","ENSBTAT00000026275","6",88810877,88813464,2587,299,4,"ENSBTAG00000019716",6,3,0.208016597714851
"9029","ENSBTAT00000026334","6",22062403,22188828,126425,2620,17,"ENSBTAG00000019761",92,47,0.163413522448692
"9030","ENSBTAT00000026390","6",33504740,34329203,824463,2355,9,"ENSBTAG00000019808",66,19,0.572132783649199
"9031","ENSBTAT00000026443","6",110152269,110215737,63468,1750,11,"ENSBTAG00000019847",23,15,0.290881635778819
"9032","ENSBTAT00000026444","6",85734611,85735774,1163,1163,1,"ENSBTAG00000019849",47,7,0.489564707192233
"9033","ENSBTAT00000026682","6",36615465,36672111,56646,2895,15,"ENSBTAG00000020031",63,20,0.106671431498668
"9034","ENSBTAT00000026712","6",100908630,101068466,159836,1267,11,"ENSBTAG00000020048",6,8,0.136039963637791
"9035","ENSBTAT00000026785","6",116735469,116760671,25202,2344,14,"ENSBTAG00000020108",240,65,0.513288526070779
"9036","ENSBTAT00000026871","6",58774762,58849920,75158,593,7,"ENSBTAG00000020175",19,5,0.482063826001141
"9037","ENSBTAT00000027016","6",22206667,22302416,95749,2884,23,"ENSBTAG00000020270",126,64,0.0768621791881411
"9038","ENSBTAT00000027052","6",83614948,83664529,49581,1235,10,"ENSBTAG00000020298",31,13,0.368889321072992
"9039","ENSBTAT00000027139","6",42263686,42395043,131357,1402,5,"ENSBTAG00000020363",42,24,0.21177707331555
"9040","ENSBTAT00000027346","6",97654502,97704674,50172,3770,28,"ENSBTAG00000020525",115,54,0.241718804461906
"9041","ENSBTAT00000027362","6",36309918,36366649,56731,3028,23,"ENSBTAG00000020536",166,46,0.352345353719695
"9042","ENSBTAT00000027369","6",36250728,36252585,1857,340,2,"ENSBTAG00000020541",24,12,0.279311590815586
"9043","ENSBTAT00000027426","6",71743772,71771956,28184,3381,15,"ENSBTAG00000020583",120,50,0.632241590809983
"9044","ENSBTAT00000027443","6",67529113,67537344,8231,456,6,"ENSBTAG00000001839",14,9,0.321880955308216
"9045","ENSBTAT00000027515","6",68530623,68533907,3284,740,4,"ENSBTAG00000020647",83,26,0.179362412265184
"9046","ENSBTAT00000027519","6",68540404,68935933,395529,2043,9,"ENSBTAG00000020648",71,33,0.0838004430894898
"9047","ENSBTAT00000027525","6",68941106,69005669,64563,1686,18,"ENSBTAG00000020653",74,25,0.532037618748834
"9048","ENSBTAT00000027531","6",69007235,69114218,106983,2183,10,"ENSBTAG00000020658",106,31,0.0719223163401765
"9049","ENSBTAT00000027594","6",6782992,6858843,75851,2600,13,"ENSBTAG00000020705",138,54,0.113068517999834
"9050","ENSBTAT00000027774","6",21892209,21928364,36155,1528,11,"ENSBTAG00000009673",27,7,0.642140445111768
"9051","ENSBTAT00000028152","6",115812897,115854872,41975,2292,15,"ENSBTAG00000021128",186,102,0.103046735172681
"9052","ENSBTAT00000028155","6",115807853,115810866,3013,1356,12,"ENSBTAG00000021130",162,51,0.357847457769937
"9053","ENSBTAT00000028266","6",110761070,110805754,44684,2062,11,"ENSBTAG00000021214",84,27,0.444409054410397
"9054","ENSBTAT00000028457","6",67633929,67685836,51907,1932,15,"ENSBTAG00000021347",56,32,0.259239674656685
"9055","ENSBTAT00000028685","6",85648345,85656836,8491,567,3,"ENSBTAG00000039787",15,7,0.357996562102283
"9056","ENSBTAT00000028759","6",37332069,37378011,45942,3033,21,"ENSBTAG00000021582",147,38,0.632895686985805
"9057","ENSBTAT00000028965","6",103215398,103240039,24641,795,6,"ENSBTAG00000021729",55,18,0.105272317425864
"9058","ENSBTAT00000028988","6",3557880,3589455,31575,951,12,"ENSBTAG00000021746",28,15,0.263052378786941
"9059","ENSBTAT00000029017","6",91994856,92001706,6850,1025,7,"ENSBTAG00000021768",71,23,0.331698188766295
"9060","ENSBTAT00000029248","6",44417087,44472465,55378,944,10,"ENSBTAG00000021940",32,13,0.207148424065934
"9061","ENSBTAT00000029282","6",67048897,67117506,68609,1815,9,"ENSBTAG00000021963",108,27,0.278633344733811
"9062","ENSBTAT00000029948","6",19176585,19252896,76311,1765,14,"ENSBTAG00000006686",86,26,0.157337050057151
"9063","ENSBTAT00000029958","6",71258401,71263812,5411,965,4,"ENSBTAG00000022199",85,30,0.47279020857018
"9064","ENSBTAT00000029968","6",84189858,84210644,20786,1587,6,"ENSBTAG00000048013",61,17,0.2770611015351
"9065","ENSBTAT00000029977","6",84949727,84986639,36912,1581,6,"ENSBTAG00000015047",45,23,0.321133063651788
"9066","ENSBTAT00000030398","6",97724566,97744998,20432,2692,5,"ENSBTAG00000022450",93,30,0.282252417202972
"9067","ENSBTAT00000030399","6",97753008,97800046,47038,1874,10,"ENSBTAG00000010546",45,13,0.361693722111675
"9068","ENSBTAT00000030945","6",104792763,104813992,21229,2288,7,"ENSBTAG00000014680",152,55,0.180595073536985
"9069","ENSBTAT00000031096","6",69537854,69595727,57873,489,6,"ENSBTAG00000032660",29,11,0.159519482353847
"9070","ENSBTAT00000031240","6",26654494,26656256,1762,979,2,"ENSBTAG00000023000",33,15,0.129920949175453
"9071","ENSBTAT00000031574","6",90414836,90454681,39845,1695,12,"ENSBTAG00000014038",49,21,0.452521750311615
"9072","ENSBTAT00000033473","6",86968892,87006998,38106,1410,12,"ENSBTAG00000013718",35,14,0.24843026582299
"9073","ENSBTAT00000033704","6",108779002,108831026,52024,8920,26,"ENSBTAG00000004316",469,178,0.141573747815806
"9074","ENSBTAT00000034217","6",25915661,25919961,4300,1077,3,"ENSBTAG00000024578",50,13,0.515073975066328
"9075","ENSBTAT00000034249","6",90903419,90904644,1225,296,4,"ENSBTAG00000005603",5,1,0.311885266451589
"9076","ENSBTAT00000034512","6",116266140,116363219,97079,2522,13,"ENSBTAG00000006683",223,77,0.716162934556305
"9077","ENSBTAT00000034513","6",116391680,116404997,13317,1799,4,"ENSBTAG00000024787",34,17,0.729514290689674
"9078","ENSBTAT00000034572","6",79788215,79930109,141894,1077,12,"ENSBTAG00000024826",41,10,0.446863786461481
"9079","ENSBTAT00000035535","6",16633332,16644425,11093,443,4,"ENSBTAG00000011611",46,20,0.271721010530189
"9080","ENSBTAT00000036014","6",58051146,58070580,19434,2383,2,"ENSBTAG00000014031",61,39,0.32402481240308
"9081","ENSBTAT00000036722","6",83688447,83711845,23398,1235,10,"ENSBTAG00000025920",49,10,0.534467527006482
"9082","ENSBTAT00000036968","6",84608604,84627082,18478,1590,6,"ENSBTAG00000003523",109,37,0.299129184465086
"9083","ENSBTAT00000037234","6",28640057,28641229,1172,1172,1,"ENSBTAG00000026250",39,21,0.378137922832742
"9084","ENSBTAT00000038453","6",102193822,102212177,18355,893,7,"ENSBTAG00000031679",26,12,0.277517120695705
"9085","ENSBTAT00000039029","6",72181054,72195722,14668,2994,3,"ENSBTAG00000011789",71,32,0.225454209757055
"9086","ENSBTAT00000039389","6",113406656,113502385,95729,2063,13,"ENSBTAG00000005493",144,42,0.136914842203275
"9087","ENSBTAT00000039422","6",116191750,116209161,17411,552,6,"ENSBTAG00000027453",28,17,0.130263088983806
"9088","ENSBTAT00000039444","6",117347410,117358423,11013,1497,6,"ENSBTAG00000027464",225,63,0.54064894269026
"9089","ENSBTAT00000039467","6",102563756,102603467,39711,2849,19,"ENSBTAG00000017829",279,99,0.135980315089637
"9090","ENSBTAT00000039533","6",90882803,90884281,1478,302,4,"ENSBTAG00000001725",1,0,0.304260501477609
"9091","ENSBTAT00000039536","6",88946467,88946956,489,291,3,"ENSBTAG00000027513",60,24,0.213347226356353
"9092","ENSBTAT00000039551","6",86202045,86214139,12094,1077,9,"ENSBTAG00000008577",47,11,0.463030184722249
"9093","ENSBTAT00000039572","6",85594493,85601728,7235,821,10,"ENSBTAG00000006810",31,11,0.370997790481638
"9094","ENSBTAT00000039576","6",80837088,81239941,402853,3075,18,"ENSBTAG00000009438",79,38,0.20658883469985
"9095","ENSBTAT00000039582","6",88887161,88888246,1085,1085,1,"ENSBTAG00000027534",63,7,0.278862936409588
"9096","ENSBTAT00000039615","6",72320476,72331844,11368,3009,3,"ENSBTAG00000011789",39,21,0.223275108695377
"9097","ENSBTAT00000039626","6",66096692,66109757,13065,544,5,"ENSBTAG00000001348",19,6,0.365560946554396
"9098","ENSBTAT00000039647","6",59715511,59917559,202048,2257,14,"ENSBTAG00000027569",118,45,0.0879091264880689
"9099","ENSBTAT00000039651","6",59324388,59337764,13376,1432,5,"ENSBTAG00000015252",57,27,0.130701897214911
"9100","ENSBTAT00000039655","6",60224141,60572875,348734,3228,27,"ENSBTAG00000010677",133,53,0.0876653357848882
"9101","ENSBTAT00000039673","6",45403590,45415602,12012,198,3,"ENSBTAG00000003897",7,2,0.199183238379366
"9102","ENSBTAT00000039682","6",77075369,77651499,576130,4701,24,"ENSBTAG00000013918",136,76,0.222411370061161
"9103","ENSBTAT00000039753","6",29169023,29359861,190838,2735,16,"ENSBTAG00000002084",181,77,0.104726027674441
"9104","ENSBTAT00000039792","6",21963736,21976377,12641,894,3,"ENSBTAG00000027630",56,24,0.233686852956673
"9105","ENSBTAT00000039835","6",11800394,12106109,305715,1445,19,"ENSBTAG00000014463",49,23,0.196843075401889
"9106","ENSBTAT00000040127","6",112991818,113029319,37501,2972,19,"ENSBTAG00000027825",164,58,0.196827378060954
"9107","ENSBTAT00000044120","6",114648559,114693551,44992,2083,17,"ENSBTAG00000004893",229,71,0.351787639871663
"9108","ENSBTAT00000044179","6",115397089,115424342,27253,1457,7,"ENSBTAG00000009742",129,36,0.449455087526307
"9109","ENSBTAT00000044320","6",115790626,115805220,14594,2589,18,"ENSBTAG00000001504",266,106,0.203738720634033
"9110","ENSBTAT00000044483","6",116604032,116605356,1324,288,3,"ENSBTAG00000031395",13,5,0.508252214038708
"9111","ENSBTAT00000044642","6",111124751,111125452,701,701,1,"ENSBTAG00000031497",13,4,0.13593393545614
"9112","ENSBTAT00000044721","6",117639869,117647354,7485,1433,10,"ENSBTAG00000031553",210,79,0.373370720183193
"9113","ENSBTAT00000044776","6",110578368,110585687,7319,843,3,"ENSBTAG00000010343",32,18,0.217898042455459
"9114","ENSBTAT00000044884","6",102716789,102881081,164292,1332,9,"ENSBTAG00000020598",111,33,0.370808404062751
"9115","ENSBTAT00000045018","6",97885657,97893865,8208,345,3,"ENSBTAG00000031750",16,4,0.168561788444662
"9116","ENSBTAT00000045329","6",96215759,96240258,24499,1403,13,"ENSBTAG00000006561",27,14,0.154350961170589
"9117","ENSBTAT00000045390","6",92579838,92650126,70288,966,9,"ENSBTAG00000018360",35,17,0.541205626961239
"9118","ENSBTAT00000045443","6",94141659,94141925,266,266,1,"ENSBTAG00000032034",13,8,0.217326500721478
"9119","ENSBTAT00000045455","6",93306512,93373038,66526,957,12,"ENSBTAG00000010153",27,9,0.176366138661712
"9120","ENSBTAT00000045907","6",83916977,83918149,1172,1172,1,"ENSBTAG00000032360",42,15,0.502008932731519
"9121","ENSBTAT00000045994","6",89061399,89062694,1295,308,4,"ENSBTAG00000037778",27,13,0.220753361122502
"9122","ENSBTAT00000046001","6",88915480,88923244,7764,341,4,"ENSBTAG00000011961",13,6,0.12458473903744
"9123","ENSBTAT00000046199","6",72097434,72104486,7052,248,4,"ENSBTAG00000032560",13,2,0.266937093967349
"9124","ENSBTAT00000046249","6",97278623,97295142,16519,740,7,"ENSBTAG00000032588",29,11,0.176204023284237
"9125","ENSBTAT00000046275","6",71822487,71841274,18787,1266,9,"ENSBTAG00000010577",66,21,0.474272789244114
"9126","ENSBTAT00000046289","6",71360600,71365846,5246,479,4,"ENSBTAG00000009471",17,7,0.523216459450203
"9127","ENSBTAT00000046297","6",71277231,71324451,47220,2684,19,"ENSBTAG00000032637",63,35,0.437353262221031
"9128","ENSBTAT00000046355","6",67497968,67518724,20756,733,8,"ENSBTAG00000010611",22,9,0.45382178609784
"9129","ENSBTAT00000046532","6",333497,338344,4847,319,2,"ENSBTAG00000032764",22,3,0.24509569943893
"9130","ENSBTAT00000046615","6",67172309,67176108,3799,1148,4,"ENSBTAG00000004886",28,19,0.427087382522735
"9131","ENSBTAT00000046622","6",67172309,67176108,3799,880,5,"ENSBTAG00000004886",22,16,0.308000793932493
"9132","ENSBTAT00000046644","6",94115945,94117606,1661,1661,1,"ENSBTAG00000039245",22,19,0.369407517780115
"9133","ENSBTAT00000046704","6",66819628,66856327,36699,1323,12,"ENSBTAG00000005062",21,17,0.290873735698089
"9134","ENSBTAT00000046779","6",61696746,61829317,132571,866,4,"ENSBTAG00000032947",16,9,0.185064363392169
"9135","ENSBTAT00000046822","6",94141650,94142033,383,383,1,"ENSBTAG00000032979",22,10,0.281856105870079
"9136","ENSBTAT00000046823","6",60147625,60158939,11314,746,10,"ENSBTAG00000005078",25,12,0.168558027741024
"9137","ENSBTAT00000047078","6",58099803,58145166,45363,1365,9,"ENSBTAG00000033160",76,28,0.186866287777266
"9138","ENSBTAT00000047153","6",55445525,55625501,179976,5092,32,"ENSBTAG00000039922",150,47,0.535304463853057
"9139","ENSBTAT00000047170","6",46271030,46454935,183905,2493,12,"ENSBTAG00000019353",109,42,0.270256787728756
"9140","ENSBTAT00000047180","6",46022725,46172547,149822,1557,21,"ENSBTAG00000033214",31,9,0.599560020491189
"9141","ENSBTAT00000047316","6",44805642,44839389,33747,1451,10,"ENSBTAG00000006492",97,31,0.258798392818753
"9142","ENSBTAT00000047395","6",43196023,43196521,498,382,2,"ENSBTAG00000033327",12,7,0.265385690818526
"9143","ENSBTAT00000047431","6",40232087,40248414,16327,736,8,"ENSBTAG00000033351",17,10,0.311879043571647
"9144","ENSBTAT00000047589","6",36693639,36730414,36775,991,8,"ENSBTAG00000005260",13,8,0.18669784887942
"9145","ENSBTAT00000047683","6",34655309,34767204,111895,3232,8,"ENSBTAG00000010285",67,17,0.53306023965948
"9146","ENSBTAT00000047794","6",19555019,19635723,80704,536,4,"ENSBTAG00000008797",24,12,0.181585809886778
"9147","ENSBTAT00000047799","6",19460106,19477486,17380,1380,6,"ENSBTAG00000033648",40,18,0.362390272629037
"9148","ENSBTAT00000047833","6",24787442,24797500,10058,366,6,"ENSBTAG00000007923",10,2,0.351394314069207
"9149","ENSBTAT00000047936","6",30309967,30398181,88214,3064,23,"ENSBTAG00000017061",67,33,0.689016812090351
"9150","ENSBTAT00000048431","6",25325361,25341696,16335,1116,9,"ENSBTAG00000006986",39,17,0.274474396526192
"9151","ENSBTAT00000048484","6",24210718,24322989,112271,740,10,"ENSBTAG00000034206",24,11,0.470867245406486
"9152","ENSBTAT00000048781","6",15826006,15906195,80189,4353,24,"ENSBTAG00000010945",79,42,0.316232012084666
"9153","ENSBTAT00000048867","6",15614469,15664538,50069,1816,14,"ENSBTAG00000034501",86,39,0.356502418295711
"9154","ENSBTAT00000049054","6",6014823,6054142,39319,3321,15,"ENSBTAG00000010350",116,36,0.514347522902855
"9155","ENSBTAT00000049199","6",94884613,94888200,3587,1007,4,"ENSBTAG00000020570",81,31,0.169309338589843
"9156","ENSBTAT00000049315","6",7252648,7252800,152,152,1,"ENSBTAG00000034844",7,1,0.164960245652264
"9157","ENSBTAT00000049320","6",7869665,7870042,377,377,1,"ENSBTAG00000034849",22,8,0.182018181631725
"9158","ENSBTAT00000049376","6",12992286,13044712,52426,5881,29,"ENSBTAG00000026936",305,86,0.660822611801266
"9159","ENSBTAT00000049596","6",10521163,10799125,277962,2603,13,"ENSBTAG00000003131",88,26,0.247561161215627
"9160","ENSBTAT00000049757","6",4526911,4777586,250675,1874,16,"ENSBTAG00000012111",106,28,0.177085815544305
"9161","ENSBTAT00000049892","6",60982596,61011444,28848,1606,5,"ENSBTAG00000005567",91,31,0.155988951154181
"9162","ENSBTAT00000050213","6",84162694,84164383,1689,1251,3,"ENSBTAG00000035726",138,31,0.144018573720531
"9163","ENSBTAT00000050264","6",95026428,95733060,706632,687,6,"ENSBTAG00000035776",61,25,0.286772831484212
"9164","ENSBTAT00000051902","6",62835531,63097599,262068,1408,2,"ENSBTAG00000038659",110,38,0.313474430709706
"9165","ENSBTAT00000051991","6",77075369,77651499,576130,4715,25,"ENSBTAG00000013918",140,76,0.224738239398307
"9166","ENSBTAT00000051993","6",69007235,69105193,97958,1883,10,"ENSBTAG00000020658",96,24,0.105245744769128
"9167","ENSBTAT00000052013","6",2620970,2671376,50406,1071,9,"ENSBTAG00000034700",76,32,0.401881548195549
"9168","ENSBTAT00000052174","6",117654758,117685744,30986,2580,21,"ENSBTAG00000017480",218,68,0.329279154498903
"9169","ENSBTAT00000052667","6",71782744,71821627,38883,1606,11,"ENSBTAG00000010571",44,15,0.457927251056817
"9170","ENSBTAT00000052687","6",83456630,83518335,61705,1230,9,"ENSBTAG00000038648",41,10,0.366880383683792
"9171","ENSBTAT00000052811","6",36257352,36302108,44756,2868,21,"ENSBTAG00000020538",77,35,0.353529897066422
"9172","ENSBTAT00000053025","6",91734620,91736950,2330,2330,1,"ENSBTAG00000038148",241,78,0.182560111601833
